"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"19","17211867","Zap70","22637","zeta-chain (TCR) associated protein kinase",-0.364592132278545,4.29355492163877,-0.550498617145055,0.590049608252472,0.812259081805239,-4.6128614203521
"20","17212087","Npas2","18143","neuronal PAS domain protein 2",-0.478302869632888,4.52937602021449,-0.629135142992711,0.538686588613009,0.781674448257,-4.61049415589877
"21","17212185","Il1r1","16177","interleukin 1 receptor, type I",-0.940508247925205,6.12213546260721,-1.83756146842955,0.0859350291498289,0.590139120703694,-4.54684420361664
"22","17212199","Il1rl2","107527","interleukin 1 receptor-like 2",-0.975359306157158,4.07883927136848,-1.99260815367851,0.0647488085934021,0.590139120703694,-4.53649767910211
"23","17212229","Il18r1","16182","interleukin 18 receptor 1",-1.46564999123125,3.40253955127912,-1.98040330649112,0.0662268136520078,0.590139120703694,-4.5373187193871
"24","17212252","Il18rap","16174","interleukin 18 receptor accessory protein",-0.964754448341566,3.12388935755466,-1.59879994005878,0.130628036328893,0.590139120703694,-4.56226178850187
"25","17212301","Tmem182","381339","transmembrane protein 182",-2.56775952888882,5.19834657590668,-2.42045454349097,0.028596439171546,0.590139120703694,-4.50743332873396
"26","17212313","Pou3f3","18993","POU domain, class 3, transcription factor 3",3.70889482175893,5.75838329891928,2.70850568202724,0.0161355504751291,0.590139120703694,-4.48805009200357
"27","17212316","2900092D14Rik","73100","RIKEN cDNA 2900092D14 gene",3.31269175059945,4.76028752883981,2.88141183717076,0.011379532053174,0.590139120703694,-4.47667405557117
"28","17212334","Gpr45","93690","G protein-coupled receptor 45",0.847010065946053,4.28754967882627,2.20252360917082,0.0436160414191853,0.590139120703694,-4.52226924042564
"29","17212461","Col3a1","12825","collagen, type III, alpha 1",-0.991214525128413,8.28997809638578,-1.71806451292811,0.106267472858602,0.590139120703694,-4.55465666811393
"30","17212548","Dnah7b","227058","dynein, axonemal, heavy chain 7B",-0.334987924844109,2.66814392186771,-0.703810099343167,0.492289468641354,0.755188169013541,-4.6079846246616
"31","17212719","Cavin2","20324","caveolae associated 2",-0.592777478212985,6.47877079140688,-0.839517742358576,0.414306252618918,0.717303619103104,-4.60280521621275
"32","17212724","Stat4","20849","signal transducer and activator of transcription 4",-2.41829072537298,4.33476264940384,-1.95181363750076,0.0698094688631403,0.590139120703694,-4.53923814929976
"33","17212750","Stat1","20846","signal transducer and activator of transcription 1",-0.839655219842387,8.01567032233594,-0.906732957178069,0.378826295737601,0.700823723611496,-4.59996088782154
"34","17212792","Hibch","227095","3-hydroxyisobutyryl-Coenzyme A hydrolase",-0.132385751524557,6.23599644244881,-0.300665913384965,0.76777977446494,0.900927725174655,-4.61839481028241
"35","17212813","Mstn","17700","myostatin",-0.238481101802804,2.41596797185367,-0.562384384314629,0.582128416740365,0.808224549244556,-4.6125221565181
"36","17212874","Coq10b","67876","coenzyme Q10B",0.392746129003035,6.28671766947613,1.43896075814125,0.170618960709735,0.591248941881423,-4.57206603257285
"37","17212982","Aox1","11761","aldehyde oxidase 1",-0.980519762581099,4.49005821753374,-1.60413091073358,0.129444663183648,0.590139120703694,-4.56192663233889
"38","17213189","Gm20257","100504501","caspase 8 pseudogene",-0.460637412940102,2.46629837269169,-0.850527315578011,0.408350248301523,0.714344831796798,-4.60235156858812
"39","17213192","Cflar","12633","CASP8 and FADD-like apoptosis regulator",-0.592860847511542,5.93010868725734,-1.09781003586066,0.289528497513929,0.64579682487653,-4.59095803270779
"40","17213213","Casp8","12370","caspase 8",-0.948440195097028,7.32140623718222,-1.57268518778648,0.136559314082205,0.590139120703694,-4.5638965554975
"41","17213265","Fzd7","14369","frizzled class receptor 7",-0.187932766502958,4.60346664182134,-0.391000010024141,0.701272594268127,0.867335429210477,-4.61675332556191
"42","17213336","Bmpr2","12168","bone morphogenetic protein receptor, type II (serine/threonine kinase)",0.289806706948128,7.69266708596858,1.05087926445979,0.309883736986462,0.655986229955452,-4.59328784166639
"43","17213369","Nbeal1","269198","neurobeachin like 1",-0.533036430044291,5.91825906064267,-1.57865296876289,0.135184058348527,0.590139120703694,-4.56352402488764
"44","17213462","Cd28","12487","CD28 antigen",-1.935574504203,3.95133431083355,-2.37092724218249,0.0315051856262549,0.590139120703694,-4.51080005725463
"45","17213473","2310016D23Rik","76443","RIKEN cDNA 2310016D23 gene",-0.487629389567007,2.60339458394737,-1.24409215333715,0.232479802243831,0.620624118681412,-4.58324955779619
"46","17213515","Pard3b","72823","par-3 family cell polarity regulator beta",-0.0357660794526433,5.82445268296942,-0.10653763123984,0.916561884502314,0.968422725163893,-4.62049059642459
"47","17213593","Snora41","100217464","small nucleolar RNA, H/ACA box 41",0.893013323740139,6.78631630424526,2.67666083145887,0.0172004463299798,0.590139120703694,-4.49017008697414
"48","17213608","Adam23","23792","a disintegrin and metallopeptidase domain 23",-0.038713370792002,5.94120719789724,-0.0927208814214742,0.927347406238812,0.97193141615414,-4.62056397373172
"49","17214106","Igfbp2","16008","insulin-like growth factor binding protein 2",-0.335037839775986,5.8751817485789,-0.833521621364236,0.417573767997443,0.718746875112112,-4.60305023319204
"50","17214162","Gpbar1","227289","G protein-coupled bile acid receptor 1",0.701136809955706,3.87762111005441,1.50388393776527,0.153289478800997,0.590139120703694,-4.56814404367563
"51","17214197","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",-0.80421136638747,7.64970209495303,-1.3834477752423,0.186691001525492,0.59606886116529,-4.57534672468621
"52","17214368","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",-0.623018197804906,4.99426509637858,-0.946408517726414,0.358877683790209,0.689390202339614,-4.59819998718644
"53","17214400","Cdk5r2","12570","cyclin-dependent kinase 5, regulatory subunit 2 (p39)",0.540265769831554,6.48842632791029,1.03631955099865,0.316405943507577,0.663003715948243,-4.59399552882281
"54","17214476","Des","13346","desmin",-1.75881877990015,6.26858693699149,-2.32184111498928,0.0346619369345395,0.590139120703694,-4.51414145097206
"55","17214564","Asic4","241118","acid-sensing (proton-gated) ion channel family member 4",-0.00230128354813797,5.72561973812191,-0.00314149982298903,0.997534682091487,0.999273958914343,-4.62079301511652
"56","17214665","Sgpp2","433323","sphingosine-1-phosphate phosphotase 2",0.611861774346007,8.21966298369924,1.14739322419323,0.269119079755748,0.637964423922912,-4.58841853347411
"57","17214910","Gm2427","100039794","predicted gene 2427",-0.330575103987419,3.14809970622582,-0.589675116896221,0.564150396099432,0.797949659959278,-4.61171803607188
"58","17214924","Sp140","434484","Sp140 nuclear body protein",-0.634310341790622,3.61957168489504,-0.817617364735849,0.426321379197933,0.724637558347493,-4.60369305924961
"59","17214948","Sp100","20684","nuclear antigen Sp100",-1.54902344504107,6.08490916246262,-1.58722171002071,0.133230044038418,0.590139120703694,-4.56298803917922
"60","17214998","Itm2c","64294","integral membrane protein 2C",-0.235004918323622,7.41988563823635,-0.511885237123803,0.616154429195553,0.823139071139887,-4.61391720953512
"61","17215008","4933407L21Rik","71141","RIKEN cDNA 4933407L21 gene",0.137565324256504,2.27539241802317,0.322861056219429,0.751239173053304,0.892252659069697,-4.61803009150359
"62","17215208","Chrng","11449","cholinergic receptor, nicotinic, gamma polypeptide",0.190740499468562,3.15085261252169,0.479197564101727,0.638681333740181,0.837237020519782,-4.61475489482847
"63","17215240","Efhd1","98363","EF hand domain containing 1",-0.469173388050285,3.83295663358444,-0.423523806840257,0.677899092283871,0.85702342012691,-4.61606131272038
"64","17215309","Inpp5d","16331","inositol polyphosphate-5-phosphatase D",-0.74170504086233,6.58687480477585,-1.28330948854877,0.21877856513601,0.613269932060042,-4.58107689312307
"65","17215372","Scarna6","100217415","small Cajal body-specific RNA 6",0.0889132883799792,8.3959127560301,0.254885999793878,0.802258666158232,0.919123918037883,-4.6190667690207
"66","17215605","Ackr3","12778","atypical chemokine receptor 3",-0.371527575731172,4.746973888196,-0.702254197373156,0.493231585768777,0.755498285473099,-4.60803944383798
"67","17215720","Scly","50880","selenocysteine lyase",-0.00110638123372286,6.55778033857636,-0.00345414431722759,0.997289332738272,0.999273958914343,-4.62079296008558
"68","17215738","Espnl","227357","espin-like",-0.461227477901023,3.96525299103717,-1.12899069205225,0.276563579870844,0.640397945262315,-4.58937017677847
"69","17215799","Twist2","13345","twist basic helix-loop-helix transcription factor 2",1.02796121392447,3.85936845231916,0.999780934025882,0.333209077622016,0.67539636738664,-4.59573907682454
"70","17215813","Olfr1411","258483","olfactory receptor 1411",-0.840271251074218,4.93186612677509,-2.14021015788585,0.0491070162185121,0.590139120703694,-4.52650841055839
"71","17215815","Olfr1410","258484","olfactory receptor 1410",-0.0615460882418724,3.32462796326282,-0.144577402186548,0.886961418751489,0.957043503494452,-4.62023620411204
"72","17215817","Olfr12","257890","olfactory receptor 12",-0.83008902776966,2.7242999517156,-2.46617902452249,0.0261385447120903,0.590139120703694,-4.50433114363958
"73","17215820","Gpc1","14733","glypican 1",0.0707195854554268,7.15318359953018,0.235580670201505,0.816931324350828,0.924302007728093,-4.61931749901602
"74","17215832","Mir149","387167","microRNA 149",-0.253564181299571,4.55729566717404,-0.763624625744597,0.456886994583788,0.738469971884158,-4.60579753475691
"75","17215879","Aqp12","208760","aquaporin 12",0.876288818375135,3.76246078427078,1.95639567683642,0.069223730134825,0.590139120703694,-4.53893090324116
"76","17216096","D2hgdh","98314","D-2-hydroxyglutarate dehydrogenase",-0.0687984445662106,5.14311926545124,-0.169785113117723,0.867438630342797,0.944513411054403,-4.6200254059328
"77","17216113","Gal3st2","381334","galactose-3-O-sulfotransferase 2",-0.701443335951957,4.14415109039558,-1.59145171055223,0.132274343930114,0.590139120703694,-4.56272297698525
"78","17216120","Gal3st2b","100041596","galactose-3-O-sulfotransferase 2B",0.634681854231889,3.53702856299727,1.54426396016919,0.143273020098722,0.590139120703694,-4.56566191847119
"79","17216133","Gal3st2c","619597","galactose-3-O-sulfotransferase 2C",-0.253896539588409,3.23458722850272,-0.759602740834828,0.459217058580931,0.738469971884158,-4.60594940658388
"80","17216158","Fam174a","67698","family with sequence similarity 174, member A",-0.403879741456358,5.37543563483503,-1.01591087559761,0.325714459432195,0.669729504588989,-4.59497516750316
"81","17216246","Cntnap5b","241175","contactin associated protein-like 5B",-0.36988443426152,2.69524547410869,-1.1455865727281,0.269843165114061,0.637964423922912,-4.58851242934985
"82","17216280","Cdh20","23836","cadherin 20",-0.337298327805318,3.96510581864665,-0.662278146758821,0.517799291967651,0.770340054420641,-4.60941120031775
"83","17216469","Serpinb10","241197","serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10",-0.185603532635116,2.59141407236914,-0.447660854310463,0.66076940566544,0.850980147575578,-4.61551368844737
"84","17216527","Cntnap5a","636808","contactin associated protein-like 5A",0.633851690269051,4.74233514663297,1.51432437037091,0.150644929930813,0.590139120703694,-4.56750530309816
"85","17216642","Sctr","319229","secretin receptor",-0.154391558188874,4.50864552427075,-0.404487025310442,0.691540479125047,0.864245397614062,-4.61647278455493
"86","17216745","Gpr39","71111","G protein-coupled receptor 39",0.224465630464998,4.04054763265902,0.595658883978714,0.560248219982594,0.795218471355416,-4.61153707457656
"87","17216888","Thsd7b","210417","thrombospondin, type I, domain containing 7B",1.01329904343033,3.57858765388783,2.04988009515798,0.058205935659023,0.590139120703694,-4.53263338206148
"88","17216949","Fcamr","64435","Fc receptor, IgA, IgM, high affinity",0.182054109904564,3.2610000196667,0.499988345619398,0.62430883399535,0.827861626796345,-4.61422808262631
"89","17216976","Fcmr","69169","Fc fragment of IgM receptor",-1.88853066199692,4.51046163036272,-1.39194993812755,0.18415219084647,0.595962189501912,-4.57484885322029
"90","17217035","Ctse","13034","cathepsin E",-2.02354233399048,6.10151682210297,-1.49285751112978,0.15612457234557,0.590139120703694,-4.56881628296318
"91","17217048","Rab7b","226421","RAB7B, member RAS oncogene family",-0.524708422809008,5.2733497724271,-1.11040271807121,0.284239059107229,0.643369726096216,-4.59032052420649
"92","17217083","Pm20d1","212933","peptidase M20 domain containing 1",-0.345416665076301,3.86888942287731,-0.465799384751592,0.648023797636034,0.841940220775451,-4.61508322477369
"93","17217116","Rab29","226422","RAB29, member RAS oncogene family",-0.670814226513817,4.85645380529414,-1.13230741758622,0.275210523340572,0.638893266345405,-4.58919944661888
"94","17217174","Klhdc8a","213417","kelch domain containing 8A",-0.200852368124556,3.97588181340205,-0.221877494304355,0.827389615515051,0.92766050963395,-4.61948366150173
"95","17217182","Nuak2","74137","NUAK family, SNF1-like kinase, 2",0.0892450247629739,3.94554510835354,0.218214898192661,0.830190730845198,0.92906354889247,-4.61952640933083
"96","17217237","Gm10538","100038653","predicted gene 10538",-0.0955093963992217,3.73472052610298,-0.251582672842975,0.804764024516176,0.920015317882241,-4.61911104879535
"97","17217241","Lrrn2","16980","leucine rich repeat protein 2, neuronal",0.567361150114496,5.93895107082119,1.42136062314471,0.175586504410995,0.593223677135558,-4.57311371632305
"98","17217291","Plekha6","240753","pleckstrin homology domain containing, family A member 6",0.973302323491563,6.81131345580347,1.95947298472574,0.0688328450419199,0.590139120703694,-4.53872447279466
"99","17217373","Fmod","14264","fibromodulin",-0.146906111254494,4.95608709403925,-0.446576037392412,0.661535186352619,0.851350735957253,-4.61553891978679
"100","17217383","Chit1","71884","chitinase 1 (chitotriosidase)",-0.0422368230078733,2.90946598488915,-0.114071757172431,0.910687638753972,0.965954068352807,-4.62044630987768
"101","17217399","Chil1","12654","chitinase-like 1",-0.733794937239086,3.78637151458637,-1.69590118907661,0.110470512439632,0.590139120703694,-4.55608593179188
"102","17217428","Myog","17928","myogenin",-0.0766615969376501,4.17153805279484,-0.223332526344903,0.826277491323651,0.926933675240511,-4.61946648418459
"103","17217536","Syt2","20980","synaptotagmin II",0.54367436338628,4.68186012152597,1.60223828682567,0.129863735624562,0.590139120703694,-4.56204567587398
"104","17217566","Ptpn7","320139","protein tyrosine phosphatase, non-receptor type 7",-1.15538246843326,4.29558787440983,-1.85345821623499,0.0835082504747511,0.590139120703694,-4.54579295681569
"105","17217596","Lmod1","93689","leiomodin 1 (smooth muscle)",0.195668867826096,3.92127200611291,0.447901690764499,0.660599450391228,0.850944070712379,-4.61550807904608
"106","17217602","Gm4793","215714","predicted gene 4793",0.40153426920553,4.73592304161143,1.48215984839325,0.15891688100736,0.590139120703694,-4.56946613099762
"107","17217610","Csrp1","13007","cysteine and glycine-rich protein 1",-0.368672370920225,7.3376692113462,-1.15606316225397,0.265664709143596,0.63636296986864,-4.58796652814458
"108","17217619","Phlda3","27280","pleckstrin homology like domain, family A, member 3",-0.477933445806116,5.48583725529529,-1.19891279343077,0.249085249383916,0.627950407929595,-4.58569895629083
"109","17217678","Cacna1s","12292","calcium channel, voltage-dependent, L type, alpha 1S subunit",-0.870896405924156,4.25189256203458,-1.58553282103144,0.133613262277963,0.590139120703694,-4.56309378261489
"110","17217728","Kif21b","16565","kinesin family member 21B",-1.62905790873563,5.21106311455188,-2.14215332543483,0.048926538868581,0.590139120703694,-4.52637634879118
"111","17217830","Platr22","100503474","pluripotency associated transcript 22",-0.254521942230818,2.49322513118752,-0.697719871240431,0.495983236446605,0.756939927327836,-4.60819859521683
"112","17217846","Mir181b-1","723890","microRNA 181b-1",0.162753967899,3.40323883742799,0.355316290530441,0.727279573891314,0.881125064204478,-4.61745136663905
"113","17217891","4933436E23Rik","71209","RIKEN cDNA 4933436E23 gene",0.450780199026456,3.35575894919924,1.23335432582882,0.236346059798085,0.621717695695271,-4.58383700194939
"114","17217969","Kcnt2","240776","potassium channel, subfamily T, member 2",-0.371189452196947,3.04758068659356,-0.920273588675835,0.371935001219009,0.697319657900644,-4.59936662238289
"115","17218006","B3galt2","26878","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2",-0.930311334666157,4.93155301920299,-1.18507342243894,0.254350805779996,0.629447830369083,-4.58643736004073
"116","17218060","Ptgs2","19225","prostaglandin-endoperoxide synthase 2",-0.0179394529741983,3.10128594875353,-0.0388531758429418,0.969517774509787,0.989649686528915,-4.62075299656718
"117","17218073","Pdc","20028","phosducin",-0.194834438370205,3.42565219388819,-0.561023066574858,0.583032877369636,0.808344611431769,-4.61256135192902
"118","17218233","Colgalt2","269132","collagen beta(1-O)galactosyltransferase 2",0.619358490860765,4.90722642864867,0.906863237095509,0.378759581497601,0.700823723611496,-4.59995520357334
"119","17218261","Ncf2","17970","neutrophil cytosolic factor 2",-0.974449906749922,6.38416278148901,-2.12038282684242,0.0509839940839103,0.590139120703694,-4.52785530459768
"120","17218321","Rgs16","19734","regulator of G-protein signaling 16",-1.39071569525568,7.32092035215534,-2.3350879905496,0.0337818841425088,0.590139120703694,-4.51323937542439
"121","17218328","Rnasel","24014","ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)",0.0734717526933784,5.72087352175656,0.17284750492849,0.865072669282362,0.943664740334411,-4.61999751003859
"122","17218465","Cryzl2","226527","crystallin zeta like 2",-0.609117359508171,5.45538651700052,-1.17881319440195,0.25676053667897,0.630593780168137,-4.58676950026066
"123","17218568","Tnr","21960","tenascin R",1.16373952256384,4.73953892114369,1.67494090925885,0.114577704950417,0.590139120703694,-4.55743123716872
"124","17218598","4930523C07Rik","67647","RIKEN cDNA 4930523C07 gene",-1.36098662177094,4.86958930585276,-1.78706045197009,0.0940654444881101,0.590139120703694,-4.55016626403028
"125","17218707","Tnfsf18","240873","tumor necrosis factor (ligand) superfamily, member 18",-0.10095852850098,3.15424481915552,-0.144013189864986,0.88739930479702,0.957171434375339,-4.62024053776787
"126","17218820","Sele","20339","selectin, endothelial cell",0.0788330988408275,3.91495288554003,0.249886754367,0.806051129265596,0.920258335545086,-4.61913356117154
"127","17218835","Sell","20343","selectin, lymphocyte",-2.08113766857544,6.03747552539892,-1.41727513780125,0.176756457242093,0.593223677135558,-4.57335592562201
"128","17218845","Selp","20344","selectin, platelet",-0.01775253806903,4.37472432365555,-0.0344776718726361,0.97294903014786,0.991102665878971,-4.62076155784372
"129","17218861","F5","14067","coagulation factor V",0.158717916385346,3.54834152106178,0.228543744217796,0.822297570235104,0.926108197174422,-4.61940405430799
"130","17218927","Dpt","56429","dermatopontin",-1.52054125426392,7.21826307554054,-1.85439978891564,0.0833664462207357,0.590139120703694,-4.5457306127267
"131","17218955","Mpc2","70456","mitochondrial pyruvate carrier 2",-0.0434341910166962,6.10771564629943,-0.120236501449535,0.905885063259793,0.964208231270038,-4.62040783029496
"132","17219011","Cd247","12503","CD247 antigen",-0.0139504582476064,4.12476173769531,-0.0433164167984803,0.966018357063009,0.987872073151047,-4.62074321145348
"133","17219053","Ildr2","100039795","immunoglobulin-like domain containing receptor 2",-0.796526620327387,4.36595828000467,-1.6980501653721,0.110056740831556,0.590139120703694,-4.55594764770994
"134","17219139","Rgs5","19737","regulator of G-protein signaling 5",-0.252987392934768,10.168722406478,-0.6673505518509,0.514643729441648,0.768382629839951,-4.60924108559911
"135","17219171","Sh2d1b1","26904","SH2 domain containing 1B1",-0.716729790929109,3.41912589945448,-1.35105254163157,0.196626375810927,0.600010157105193,-4.57722791567391
"136","17219185","Olfml2b","320078","olfactomedin-like 2B",-0.500549583929811,7.13065857466709,-1.30037661406076,0.213018842156361,0.610443574917487,-4.58011838346824
"137","17219199","Fcgr4","246256","Fc receptor, IgG, low affinity IV",-0.106074516892834,6.28263424278555,-0.152672404243468,0.880683133844177,0.952669683759625,-4.62017217225396
"138","17219248","Adamts4","240913","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",-0.37402008102687,4.77258394061983,-0.955447480691642,0.354436437894719,0.686098303254388,-4.5977905523139
"139","17219308","Nectin4","71740","nectin cell adhesion molecule 4",-0.366649460423618,3.69319163084459,-0.960772221473696,0.351838128165811,0.685919037599902,-4.59754794434135
"140","17219324","Arhgap30","226652","Rho GTPase activating protein 30",-1.11130507604067,5.78838604690637,-1.49569135663933,0.155391785736898,0.590139120703694,-4.56864374710783
"141","17219356","Tstd1","226654","thiosulfate sulfurtransferase (rhodanese)-like domain containing 1",-0.0820722944722396,3.57980833590374,-0.179396726512569,0.860017333281258,0.941011847603785,-4.6199361917204
"142","17219362","F11r","16456","F11 receptor",-0.878178263682762,5.91656840785447,-1.43218102963357,0.172518609362831,0.593223677135558,-4.5724704216404
"143","17219374","Alyref2","56009","Aly/REF export factor 2",-0.0110030827787644,3.83899352543289,-0.0314603221384847,0.97531555155448,0.99135153957198,-4.62076686668489
"144","17219397","Cd48","12506","CD48 antigen",-1.16313967106552,5.54377668776409,-1.92908097702017,0.0727821950168722,0.590139120703694,-4.54076020088426
"145","17219407","Slamf1","27218","signaling lymphocytic activation molecule family member 1",-0.567467158158683,2.93931201785977,-0.933271608778893,0.365400905010601,0.694638170702557,-4.59878961628652
"146","17219418","Cd84","12523","CD84 antigen",-1.24983241099445,6.06708175071233,-2.03011971852014,0.0603919316205183,0.590139120703694,-4.53396866645329
"147","17219435","Slamf6","30925","SLAM family member 6",-1.88661532430185,4.50031192066214,-1.57379852100011,0.136301851207887,0.590139120703694,-4.56382710500597
"148","17219536","Kcnj10","16513","potassium inwardly-rectifying channel, subfamily J, member 10",-0.01721615091488,6.26737234803721,-0.0333964822727268,0.973796983187085,0.991324998167188,-4.62076351597187
"149","17219546","Slamf9","98365","SLAM family member 9",0.0943037950297425,5.43732032398187,0.195862698671247,0.847335666672519,0.935937005061015,-4.61977204296037
"150","17219581","Tagln2","21346","transgelin 2",-0.542097402105211,8.26456363056447,-0.861341732149076,0.402554805844814,0.711263206908241,-4.60190124295569
"151","17219633","Olfr218","258880","olfactory receptor 218",-0.193573064257633,2.51364432175574,-0.5165976960203,0.612938700718674,0.821867034401353,-4.613792183296
"152","17219643","Aim2","383619","absent in melanoma 2",-0.456027103573911,4.55651086518319,-0.757674136239485,0.460336986787815,0.738469971884158,-4.60602198979562
"153","17219662","Ifi209","236312","interferon activated gene 209",-1.40824837103732,3.70511388813986,-1.5103170912355,0.151655406409787,0.590139120703694,-4.56775072034246
"154","17219680","Olfr432","258711","olfactory receptor 432",-0.504871149592176,2.48887564670642,-1.45087291380867,0.167323060806573,0.590139120703694,-4.57135308041354
"155","17219698","Spta1","20739","spectrin alpha, erythrocytic 1",-0.0708398354293474,3.45321628295918,-0.147410437669167,0.884763273508708,0.955531584342408,-4.62021418911324
"156","17219756","Olfr417","258238","olfactory receptor 417",0.355072986295517,4.56073668079438,0.659488513929227,0.519539425694911,0.77132998856722,-4.60950426492672
"157","17219766","Fmn2","54418","formin 2",0.64968994364106,6.01308507834496,1.56000631479999,0.139520616666085,0.590139120703694,-4.56468590863467
"158","17219789","Kmo","98256","kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)",-0.45821203899983,3.6959872501535,-0.527380634453355,0.605611447879615,0.819565276775954,-4.61350208834658
"159","17219848","Exo1","26909","exonuclease 1",0.45387066591312,8.34955684462748,1.2832083084739,0.218813075008579,0.613269932060042,-4.58108255240042
"160","17219997","Kif26b","269152","kinesin family member 26B",0.557183352189133,7.93502918545352,0.721834882776601,0.481453100637817,0.750243663601116,-4.60734183697791
"161","17220110","Itpkb","320404","inositol 1,4,5-trisphosphate 3-kinase B",-0.571591464236152,6.88599963618864,-0.916519162933446,0.373837127843699,0.698222693625953,-4.59953209614314
"162","17220221","Tmem63a","208795","transmembrane protein 63a",-0.742627191866501,5.74458290009379,-1.21985408037079,0.2412778119804,0.623618741552423,-4.58457092520631
"163","17220417","Susd4","96935","sushi domain containing 4",0.147046392780205,6.72053712301989,0.326555804672793,0.748497654329723,0.892039232828539,-4.61796692312224
"164","17220432","Tlr5","53791","toll-like receptor 5",-0.0578057262283176,4.52276170924228,-0.148454095352982,0.883953747445303,0.955173524862039,-4.62020597196774
"165","17220529","Mir194-1","387189","microRNA 194-1",0.5962389239339,4.76196379467906,1.63603372481551,0.122552992066262,0.590139120703694,-4.55991108042478
"166","17220584","Slc30a10","226781","solute carrier family 30, member 10",1.04049992796392,4.89559238583338,2.3348463189345,0.0337977495757423,0.590139120703694,-4.51325583073614
"167","17220591","5033404E19Rik","114668","NSA2 ribosome biogenesis homolog pseudogene",-0.0117912154987732,3.3809516294672,-0.0357793106128406,0.97192822854242,0.991029897784645,-4.62075911772956
"168","17220724","Ptpn14","19250","protein tyrosine phosphatase, non-receptor type 14",-0.287495777730472,5.12217112445202,-0.539075571602362,0.597713662760094,0.816713508725924,-4.61318116803677
"169","17220771","Spata45","75558","spermatogenesis associated 45",0.428442618084955,3.16271917994952,1.14511122517794,0.270033923483863,0.637964423922912,-4.58853711738392
